,Day,Crop,Treatment,Addition,sample,timepoint,k_cl_weight,k_cl_volume_l,moisture_percent,dry_soil,nh4n_mgl_1,no3n_mgl_1,nh4n_mg_kg_1,no3n_mg_kg_1,total_N_mg_kg,net_N_mg_kg_1,Cumul_net_N_mg_kg_1,jar_id,event,CH4C_ug_g_T0,CH4C_flux_ug_g,CO2C_flux_ug_g,N2ON_flux_ug_g,sample_date,CH4C_flux_ug_g_d,CO2C_flux_ug_g_d,N2ON_flux_ug_g_d,CH4_flux_ug_g_d_avg,CO2_flux_ug_g_d_avg,N2O_flux_ug_g_d_avg,CH4_flux_ug_g_avg,CO2_flux_ug_g_avg,N2O_flux_ug_g_avg,cum_CH4_flux_ug_g,cum_CO2_flux_ug_g,cum_N2O_flux_ug_g,X16S,F1R2_Ave.g,CS001_Ave.g,F1R2.16S...,CS001.16S...,qnorB_Ave.g,qnorB.16S,cnorB_Ave.g,qnorB.cnorB,cnorB.16S,tot_nor.16S
331,0,Miscanthus,112N,Nitrogen,60,a,37.712,0.034918519,45.74196993,3.80782855,0.88994942,5.40224987,8.161006963,49.53966798,57.70067494,0,0,60,1,0.040144955,0.009671651,17.02858879,-0.000330244,60,0.011259593,19.82442998,-0.000384465,0,0,0,0,0,0,0,0,0,1237331676,7161695.67,7519358.08,0.005788016,0.006077076,104830477.5,0.084723021,454759393.5,559589871.1,0.36753233,0.452255351
332,4,Miscanthus,112N,Nitrogen,60,b,38.21,0.03537963,45.74196993,3.819765317,0.523729034,7.63012671,4.850910386,70.67215774,75.52306813,17.82239318,17.82239318,60,2,0.094018339,-0.046245921,13.96892396,-0.001125798,60,-0.043677349,13.19306775,-0.001063269,-0.016208878,16.50874886,-0.000723867,-0.064835513,66.03499546,-0.002895469,-0.064835513,66.03499546,-0.002895469,1493683324,12620161.83,13071639.12,0.008449021,0.008751279,76028102.06,0.050899746,527812702.3,603840804.4,0.353363189,0.404262935
333,15,Miscanthus,112N,Nitrogen,60,c,38.873,0.035993519,45.74196993,3.997189075,-0.08590002,4.459224053,0,40.15400835,40.15400835,-35.36905978,-17.54666659,60,3,0.04252353,0.005746128,14.13532149,-0.003064585,60,0.005786783,14.23533128,-0.003086267,-0.018945283,13.71419951,-0.002074768,-0.208398114,150.8561946,-0.022822452,-0.273233627,216.8911901,-0.025717921,5845540074,55467924.42,58736309.27,0.009488931,0.010048055,317073000.4,0.054241866,1043382822,1360455823,0.178492117,0.232733983
334,30,Miscanthus,112N,Nitrogen,60,d,38.788,0.035914815,45.74196993,3.696057008,-0.095088458,11.13028534,0,108.1536718,108.1536718,67.99966345,50.45299686,60,4,0.048523937,7.64e-05,15.36903479,0.002296059,60,4.67e-05,9.39131232,0.001403016,0.00291672,11.8133218,-0.000841625,0.046667526,189.0131488,-0.013466008,-0.226566102,405.9043389,-0.039183929,9138220908,33594699.97,31970864.41,0.003676285,0.003498587,341961312.5,0.037420994,695738393,1037699706,0.076134994,0.113555988
335,59,Miscanthus,112N,Nitrogen,60,e,41.12,0.038074074,45.74196993,3.815967255,0.258685847,17.44011604,2.581055717,174.0099496,176.5910053,68.43733352,118.8903304,60,6,0.047068611,0.000960176,15.32467878,-9.96e-05,60,0.000868646,13.86384075,-9.01e-05,0.000457652,11.62757653,0.000656443,0.012814252,325.572143,0.018380411,-0.213751849,731.4764818,-0.020803517,5698453772,12653863.27,40526606.14,0.002220578,0.00711186,295985197,0.051941318,750072983.2,1046058180,0.131627458,0.183568775
336,86,Miscanthus,112N,Nitrogen,60,f,37.54,0.034759259,45.74196993,3.470886184,0.088836697,18.06056492,0.889656883,180.8678894,181.7575463,5.166540966,124.0568713,60,7,0.046501671,-0.000806935,13.8012142,0.00073724,60,-0.000627022,10.72411353,0.000572866,0.000120812,12.29397714,0.000241368,0.00326193,331.9373827,0.00651694,-0.21048992,1063.413865,-0.014286577,3771620992,116699206.9,31346437.84,0.030941393,0.008311131,211411042.7,0.056053098,491875001.7,703286044.4,0.130414748,0.186467847
337,0,Miscanthus,0N,Control,61,a,37.844,0.035040741,51.65241239,3.511968764,0.898547965,0.822110674,8.965280849,8.202626195,17.16790704,0,0,61,1,0.041041271,0.010174809,25.69717303,-0.001367996,61,0.011786441,29.76745971,-0.001584679,0,0,0,0,0,0,0,0,0,1082376476,6200157.41,5159620.39,0.005728282,0.004766937,40554622.7,0.03746813,193454888.9,234009511.6,0.178731609,0.216199739
338,4,Miscanthus,0N,Control,61,b,38.283,0.035447222,51.65241239,3.702458259,0.509946691,0.569010095,4.882214035,5.447685259,10.32989929,-6.83800775,-6.83800775,61,2,0.054899849,-0.007460282,30.04312325,-0.000732448,61,-0.007139501,28.75131088,-0.000700954,0.00232347,29.25938529,-0.001142816,0.00929388,117.0375412,-0.004571265,0.00929388,117.0375412,-0.004571265,1395157813,7199172.29,5400808.75,0.005160113,0.00387111,52282802.95,0.037474472,424947855.9,477230658.8,0.304587662,0.342062134
339,15,Miscanthus,0N,Control,61,c,38.886,0.036005556,51.65241239,3.505683578,0.068720016,0.481572451,0.7057974,4.94604925,5.65184665,-4.678052644,-11.51606039,61,3,0.046662025,0.001963117,19.69961985,-0.003091191,61,0.001977837,19.84732623,-0.003114369,-0.002580832,24.29931855,-0.001907661,-0.028389152,267.2925041,-0.020984272,-0.019095273,384.3300453,-0.025555537,6411089126,23897538.19,21248005.49,0.003727532,0.003314258,279479808.3,0.043593187,1153825585,1433305393,0.179973412,0.223566599
340,30,Miscanthus,0N,Control,61,d,38.551,0.03569537,51.65241239,3.628002974,-0.009508846,1.022659491,0,10.06179144,10.06179144,4.40994479,-7.106115604,61,4,0.048608924,-0.000145715,21.52348311,0.001444498,61,-8.9e-05,13.15192043,0.00088266,0.000944399,16.49962333,-0.001115854,0.015110381,263.9939732,-0.017853667,-0.003984892,648.3240185,-0.043409205,6546194377,10992373.44,7472358.49,0.001679201,0.001141481,212406580.4,0.032447338,547281613,759688193.4,0.083603019,0.116050357
341,59,Miscanthus,0N,Control,61,e,41.48,0.038407407,51.65241239,3.70825997,0.098122218,3.840257759,1.016277185,39.77454264,40.79081983,30.72902839,23.62291278,61,6,0.047872588,-4.64e-05,28.22308025,-0.000288379,61,-4.2e-05,25.53295847,-0.000260892,-6.55e-05,19.34243945,0.000310884,-0.001834588,541.5883046,0.008704752,-0.005819479,1189.912323,-0.034704453,6367512019,26030241.25,18409566.2,0.004087977,0.002891171,286103953,0.044931828,878264466.8,1164368420,0.137928985,0.182860812
342,86,Miscanthus,0N,Control,61,f,37.99,0.035175926,51.65241239,3.630420354,0.133255046,9.091521274,1.291136885,88.08971076,89.38084765,48.59002782,72.2129406,61,7,0.048857082,-0.002242854,22.81276416,0.001028632,61,-0.001742806,17.72661951,0.000799296,-0.000892405,21.62978899,0.000269202,-0.024094922,584.0043028,0.007268457,-0.029914401,1773.916626,-0.027435996,3793712527,16276270.46,13540899.13,0.004290328,0.0035693,145990253.8,0.03848216,434429237,580419490.8,0.114512956,0.152995117
343,0,Miscanthus,0N,Carbon,62,a,37.788,0.034988889,51.65241239,3.362091242,0.803963969,0.663078868,8.36675865,6.900583937,15.26734259,0,0,62,1,0.042191132,0.009084885,56.9332203,-0.001348386,62,0.010525149,65.95907899,-0.001562151,0,0,0,0,0,0,0,0,0,1426269370,5109135.72,4520061.47,0.003582167,0.00316915,93782760.22,0.065753891,459900098.9,553682859.1,0.322449678,0.388203569
344,4,Miscanthus,0N,Carbon,62,b,38.34,0.0355,51.65241239,3.718412963,0.489273176,0.246328821,4.671131995,2.351721882,7.022853877,-8.24448871,-8.24448871,62,2,0.050155343,-0.002268548,39.34829971,0.001394566,62,-0.002171653,37.66764274,0.001335001,0.004176748,51.81336087,-0.000113575,0.016706992,207.2534435,-0.0004543,0.016706992,207.2534435,-0.0004543,1490112356,5121540.03,4667604.95,0.003437016,0.003132385,54745614.96,0.036739253,422051372.1,476796987.1,0.283234597,0.31997385
346,30,Miscanthus,0N,Carbon,62,d,38.805,0.035930556,51.65241239,3.353388677,0.028526537,0.612793283,0.305653302,6.565896538,6.87154984,5.01937841,-8.395792747,62,4,0.049026197,-0.001079612,26.10219734,0.003008613,62,-0.00065965,15.94861498,0.001838283,-0.002316217,19.44011247,-0.000733211,-0.037059475,311.0417995,-0.01173138,-0.054146887,851.5911327,-0.023019052,3202341247,4610888.58,3396433.03,0.001439849,0.001060609,87263059.8,0.027249769,287414249.7,374677309.5,0.089751287,0.117001057
347,59,Miscanthus,0N,Carbon,62,e,43.82,0.040574074,51.65241239,3.592709235,-0.008920202,2.956994325,0,33.39466095,33.39466095,26.52311111,18.12731836,62,6,0.047992129,0.000326212,30.12073826,-0.000276379,62,0.000295107,27.24859733,-0.000250025,-0.000182272,21.59860616,0.000794129,-0.005103609,604.7609724,0.022235608,-0.059250497,1456.352105,-0.000783444,5824253130,141118028.8,15940401.46,0.024229378,0.002736901,274398508,0.047113081,803006531.9,1077405040,0.137872876,0.184985957
348,86,Miscanthus,0N,Carbon,62,f,38,0.035185185,51.65241239,3.625102119,0.15546422,6.85105706,1.508933319,66.49625403,68.00518735,34.6105264,52.73784476,62,7,0.04891029,-0.001566363,22.33751926,0.001508712,62,-0.001217577,17.36357772,0.001172764,-0.000461235,22.30608753,0.00046137,-0.012453356,602.2643633,0.01245698,-0.071703852,2058.616468,0.011673536,4452610030,44297153.09,14051991.69,0.009948581,0.0031559,164161925,0.036868696,439247286.3,603409211.4,0.098649395,0.135518091
349,0,Miscanthus,0N,Nitrogen,63,a,37.755,0.034958333,51.65241239,3.37997985,1.182299955,3.999067551,12.2282492,41.36141121,53.58966041,0,0,63,1,0.049142563,0.00347205,31.44079756,0.009749391,63,0.00402168,36.41791224,0.011292731,0,0,0,0,0,0,0,0,0,906246556.1,3343703.78,3862563.73,0.003689618,0.004262155,66003194.1,0.072831387,352457935,418461129.1,0.388920579,0.461751966
350,4,Miscanthus,0N,Nitrogen,63,b,38.188,0.035359259,51.65241239,3.74693804,0.420361461,3.78805672,3.966884357,35.74728971,39.71417407,-13.87548634,-13.87548634,63,2,0.049085885,-0.001769468,29.03165777,0.001690312,63,-0.00169481,27.80674491,0.001618993,0.001163435,32.11232858,0.006455862,0.00465374,128.4493143,0.025823449,0.00465374,128.4493143,0.025823449,1629843736,11888858.6,14173048.23,0.007294478,0.008695955,66448380.62,0.040769786,638230932.7,704679313.3,0.39159026,0.432360046
351,15,Miscanthus,0N,Nitrogen,63,c,38.818,0.035942593,51.65241239,3.417207492,-0.068720016,1.887941026,0,19.85758702,19.85758702,-19.85658705,-33.73207339,63,3,0.050857187,-0.002693024,18.57386491,-0.003201944,63,-0.002711982,18.70462409,-0.003224485,-0.002203396,23.2556845,-0.000802746,-0.024237356,255.8125295,-0.008830205,-0.019583617,384.2618438,0.016993244,7812482604,30099950.39,22471640.66,0.003852802,0.002876376,314977878.6,0.040317258,1221668827,1536646706,0.156373958,0.196691216
352,30,Miscanthus,0N,Nitrogen,63,d,38.99,0.036101852,51.65241239,3.359190387,-0.038035383,4.707239733,0,50.5895921,50.5895921,30.73200508,-3.00006831,63,4,0.048840742,-0.00035104,20.0680412,0.002987671,63,-0.000214533,12.26430766,0.001825874,-0.001463258,15.48446588,-0.000699306,-0.023412124,247.751454,-0.011188889,-0.042995741,632.0132978,0.005804355,8840263035,20014717.31,15899106.07,0.002264041,0.001798488,278490759.1,0.031502542,686687265.7,965178024.9,0.077677244,0.109179786
353,59,Miscanthus,0N,Nitrogen,63,e,44.8,0.041481481,51.65241239,3.408988402,0.231925242,6.564136059,2.822128296,79.87416096,82.69628926,32.10669716,29.10662885,63,6,0.047533887,0.000644781,27.80114379,-0.000201099,63,0.000583219,25.14676322,-0.000181899,0.000184343,18.70553544,0.000821988,0.005161608,523.7549923,0.023015656,-0.037834133,1155.76829,0.028820011,5239037074,40869373.79,15002429.06,0.007800932,0.002863585,254561657.6,0.048589398,767333862.1,1021895520,0.146464675,0.195054073
354,86,Miscanthus,0N,Nitrogen,63,f,37.66,0.03487037,51.65241239,3.555965069,0.222091743,10.42277015,2.177867663,102.2073751,104.3852428,21.68895351,50.79558235,63,7,0.04855113,-0.002311795,22.71163157,0.001331835,63,-0.001796457,17.64882824,0.001034947,-0.000606619,21.39779573,0.000426524,-0.01637871,577.7404847,0.011516152,-0.054212844,1733.508775,0.040336163,5335784969,64413430.79,17527813.64,0.012071969,0.003284955,214050525.6,0.040116033,527577536,741628061.6,0.098875337,0.13899137
355,0,Miscanthus,336N,Control,64,a,37.784,0.034985185,52.29109668,3.474639429,0.735175608,5.570822363,7.402280242,56.09107247,63.49335271,0,0,64,1,0.02019006,0.028061897,18.6454683,-0.000813849,64,0.032479744,21.58086568,-0.000941975,0,0,0,0,0,0,0,0,0,1073124417,15145119.58,19702419.56,0.014113107,0.018359865,76520997.28,0.071306734,386793815.8,463314813.1,0.360437065,0.431743799
356,4,Miscanthus,336N,Control,64,b,38.154,0.035327778,52.29109668,3.72558826,0.261864517,4.889037861,2.483122347,46.36015336,48.84327571,-14.65007701,-14.65007701,64,2,0.047617483,0.000307082,15.79924439,0.033413748,64,0.000294158,15.13431544,0.032007493,0.016386951,18.35759056,0.015532759,0.065547803,73.43036225,0.062131036,0.065547803,73.43036225,0.062131036,1298540793,24991708.1,27108857.33,0.019245994,0.0208764,56228507.07,0.043301302,588951962.3,645180469.3,0.453549065,0.496850367
357,15,Miscanthus,336N,Control,64,c,38.887,0.036006481,52.29109668,3.668814665,-0.188980044,5.061606783,0,49.67562211,49.67562211,0.832346403,-13.8177306,64,3,0.052566333,-0.005710199,24.88739488,-0.009736355,64,-0.005749929,25.06055636,-0.009804099,-0.002727886,20.0974359,0.011101697,-0.030006741,221.0717949,0.12211867,0.035541063,294.5021572,0.184249706,5749625794,109323152.4,144309348.4,0.01901396,0.025098911,241550008.4,0.042011431,894808478.4,1136358487,0.155628994,0.197640425
358,30,Miscanthus,336N,Control,64,d,40.878,0.03785,52.29109668,3.45937258,-0.199685762,8.217570658,0,89.91082696,89.91082696,40.23520485,26.41747425,64,4,0.047998679,0.001998082,15.79341293,0.08978413,64,0.001221316,9.653634405,0.054880042,-0.002264306,17.35709538,0.022537972,-0.036228902,277.7135261,0.360607545,-0.000687839,572.2156833,0.544857251,8234470324,54698948.85,63443213.01,0.00664268,0.007704589,232769850.9,0.028267738,596349923.1,829119774,0.072421164,0.100688902
359,59,Miscanthus,336N,Control,64,e,45.46,0.042092593,52.29109668,3.646391481,0.080281815,6.05228154,0.926743535,69.86529627,70.79203981,-19.11878716,7.298687093,64,6,0.047109609,0.00117821,11.32647014,0.383607442,64,0.001065662,10.24451211,0.346963444,0.001143489,9.94907326,0.200921743,0.032017693,278.5740513,5.625808801,0.031329854,850.7897346,6.170666052,3679958539,19429432.94,65541781.18,0.005279797,0.017810467,190746830.2,0.051833962,518634424.8,709381255,0.140934855,0.192768817
360,86,Miscanthus,336N,Control,64,f,37.87,0.035064815,52.29109668,3.154989777,0.099941284,5.859122282,1.110755617,65.11876498,66.2295206,-4.562519208,2.736167885,64,7,0.04702736,5.67e-05,12.04696088,0.396361685,64,4.4e-05,9.357956435,0.307889717,0.000554845,9.801234275,0.32742658,0.014980826,264.6333254,8.840517671,0.04631068,1115.42306,15.01118372,3328862726,15804756.11,66346871.43,0.004747794,0.019930792,125575978.8,0.037723388,357615918.1,483191896.9,0.107428857,0.145152245
361,0,Miscanthus,336N,Carbon,65,a,37.753,0.034956481,52.29109668,3.548588229,0.494416345,4.740803053,4.870403293,46.70076758,51.57117087,0,0,65,1,0.038079812,0.007705931,-1.291562041,-0.013692181,65,0.008922439,-1.49545645,-0.015853718,0,0,0,0,0,0,0,0,0,1414772289,17813209.87,21301930.44,0.012590867,0.015056791,87298318.07,0.061704854,447590972.3,534889290.3,0.316369621,0.378074475
362,4,Miscanthus,336N,Carbon,65,b,38.26,0.035425926,52.29109668,3.821483156,0.32388506,2.28937737,3.00248037,21.22299375,24.22547412,-27.34569675,-27.34569675,65,2,0.048181511,-0.000733237,27.81162826,0.046246288,65,-0.000702495,26.64557592,0.044307329,0.004109972,12.57505973,0.014226805,0.016439889,50.30023893,0.056907221,0.016439889,50.30023893,0.056907221,1385856810,25095500.24,30820600.65,0.018108292,0.022239383,50822054.91,0.036671938,521140533.4,571962588.3,0.376042121,0.412714058
363,15,Miscanthus,336N,Carbon,65,c,38.927,0.036043519,52.29109668,3.470822717,-0.17180004,2.625700391,0,27.26716067,27.26716067,3.04168655,-24.3040102,65,3,0.084289935,-0.036765226,20.10763351,0.039617199,65,-0.037012404,20.24281993,0.039883551,-0.018857449,23.44419792,0.04209544,-0.20743194,257.8861772,0.463049841,-0.19099205,308.1864161,0.519957063,5529037113,84292400.41,102488359,0.015245403,0.018536385,236246996.2,0.042728416,953330311.6,1189577308,0.172422484,0.215150899
364,30,Miscanthus,336N,Carbon,65,d,38.855,0.035976852,52.29109668,3.411186587,-0.190176916,5.170463204,0,54.5314611,54.5314611,27.26430043,2.960290227,65,4,0.046826727,0.002439966,18.40244062,0.13306603,65,0.001490877,11.24433084,0.081306523,-0.017760763,15.74357539,0.060595037,-0.284172208,251.8972062,0.969520593,-0.475164259,560.0836223,1.489477656,8726359460,54824718.14,62115249.22,0.006282656,0.007118117,254306826.4,0.029142373,609428876.9,863735703.2,0.0698377,0.098980074
365,59,Miscanthus,336N,Carbon,65,e,45.99,0.042583333,52.29109668,3.462235114,-0.026760605,7.019837267,0,86.33962179,86.33962179,31.80816069,34.76845092,65,6,0.046705066,0.002097226,14.86737976,0.209945615,65,0.001896909,13.44731807,0.189892604,0.001693893,12.34582445,0.135599564,0.047429015,345.6830847,3.796787781,-0.427735244,905.766707,5.286265437,5697694891,30248229.77,120490299.4,0.005308854,0.021147201,257467515.4,0.045188014,722068379.6,979535895,0.126729913,0.171917927
366,86,Miscanthus,336N,Carbon,65,f,37.96,0.035148148,52.29109668,3.697440007,0.033313761,9.516679424,0.316683166,90.46628413,90.7829673,4.443345506,39.21179642,65,7,0.046615781,-0.000638601,15.91140264,0.132576988,65,-0.000495885,12.35548315,0.102948356,0.000700512,12.90140061,0.14642048,0.018913834,348.3378164,3.953352958,-0.408821409,1254.104523,9.239618395,3815472771,37347491.03,65694844.34,0.009788431,0.017218009,131459902.5,0.03445442,408071263.1,539531165.6,0.106951691,0.141406111
367,0,Miscanthus,336N,Nitrogen,66,a,37.85,0.035046296,52.29109668,3.823391512,1.397263583,9.635848957,12.80771623,88.32493784,101.1326541,0,0,66,1,0.049580367,-0.00101289,1.613967932,-0.001676088,66,-0.001172744,1.86868431,-0.001940609,0,0,0,0,0,0,0,0,0,1194620902,14648780.85,20154559.36,0.012262284,0.016871092,73418608.1,0.061457662,395287034.5,468705642.6,0.3308891,0.392346762
368,4,Miscanthus,336N,Nitrogen,66,b,37.16,0.034407407,52.29109668,3.854402299,0.268755688,12.30849068,2.399123327,109.8752078,112.2743311,11.14167706,11.14167706,66,2,0.048707938,-0.001128057,14.20658329,0.00586277,66,-0.001080761,13.61094683,0.005616962,-0.001126752,7.739815572,0.001838177,-0.00450701,30.95926229,0.007352708,-0.00450701,30.95926229,0.007352708,1068978748,27069990.6,35193028.69,0.025323226,0.032922103,46558925.1,0.043554584,472364030.1,518922955.2,0.441883462,0.485438047
369,15,Miscanthus,336N,Nitrogen,66,c,38.944,0.036059259,52.29109668,3.695054562,-0.111670026,11.84198314,0,115.5634194,115.5634194,3.289088273,14.43076533,66,3,0.048276286,1.25e-05,12.90958131,0.004955455,66,1.26e-05,12.99334629,0.004987609,-0.000534085,13.30214656,0.005302286,-0.00587494,146.3236122,0.058325144,-0.01038195,177.2828745,0.065677852,4421520757,63697474.59,89971491.78,0.014406237,0.02034854,192696237.2,0.043581439,770681166.2,963377403.4,0.174302284,0.217883723
370,30,Miscanthus,336N,Nitrogen,66,d,41.297,0.038237963,52.29109668,3.620628673,-0.076070766,14.92204311,0,157.5937726,157.5937726,42.0303532,56.46111853,66,4,0.047966658,0.001569007,12.86938518,0.006961108,66,0.000958707,7.863557397,0.004253433,0.000485649,10.42845184,0.004620521,0.00777038,166.8552295,0.073928341,-0.00261157,344.1381039,0.139606193,8219603492,56571202.97,62433949.41,0.006882473,0.007595737,238377915.5,0.029001145,582680564.9,821058480.4,0.070889133,0.099890278
371,59,Miscanthus,336N,Nitrogen,66,e,37.62,0.034833333,52.29109668,3.480841586,0.05352121,16.02877331,0.53559523,160.4024745,160.9380697,3.34429713,59.80541566,66,6,0.046152832,0.001472603,11.58712502,0.132992865,66,0.001331947,10.48037772,0.120290016,0.001145327,9.171967559,0.062271725,0.032069162,256.8150917,1.743608293,0.029457592,600.9531956,1.883214486,4897754406,84456737.36,118352582.9,0.017243971,0.024164663,224519649.7,0.045841345,636576523.2,861096173,0.129973141,0.175814486
372,86,Miscanthus,336N,Nitrogen,66,f,37.93,0.03512037,52.29109668,3.480841586,0.099941284,14.81914876,1.008369621,149.5195861,150.5279557,-10.41011401,49.39530165,66,7,0.047110962,-0.001638664,14.03911625,0.207944481,66,-0.0012718,10.89603805,0.161389858,3.01e-05,10.68820789,0.140839937,0.000811983,288.5816129,3.8026783,0.030269574,889.5348085,5.685892786,2899953519,44237733.56,49966137.71,0.015254635,0.017229979,94612343.32,0.032625469,318021028.3,412633371.7,0.109664181,0.14228965
373,0,Miscanthus,0N,Control,67,a,37.843,0.035039815,53.49931923,3.289923164,0.85555524,0.317369814,9.112218027,3.380194298,12.49241233,0,0,67,1,0.041813833,0.013136294,29.11183751,-0.000147339,67,0.015217416,33.723892,-0.000170681,0,0,0,0,0,0,0,0,0,1347001007,3323350.71,2756064.7,0.002467222,0.002046075,97553355.08,0.07242263,507463433.5,605016788.6,0.376735749,0.449158379
374,4,Miscanthus,0N,Control,67,b,38.327,0.035487963,53.49931923,3.327123709,0.475490833,0.242583636,5.071708347,2.587459873,7.65916822,-4.833244105,-4.833244105,67,2,0.050570876,-0.001176354,31.05674663,0.002030731,67,-0.001128284,29.78766787,0.001947748,0.007044566,31.75577993,0.000888534,0.028178264,127.0231197,0.003554135,0.028178264,127.0231197,0.003554135,1917985522,8893300.82,6917536.8,0.004636792,0.003606668,82015655.01,0.042761352,742712728.6,824728383.6,0.387235837,0.429997189
375,15,Miscanthus,0N,Control,67,c,38.905,0.036023148,53.49931923,3.031844386,-0.223340052,0.214729579,0,2.551329972,2.551329972,-5.107838248,-9.941082353,67,3,0.052174703,-0.001835225,27.91676626,-0.002795861,67,-0.001847951,28.11035027,-0.002815249,-0.001488118,28.94900907,-0.00043375,-0.016369294,318.4390998,-0.004771251,0.011808969,445.4622195,-0.001217116,6939458651,16131005.27,12191928.78,0.002324534,0.001756899,286077613.3,0.041224774,1135501734,1421579348,0.163629728,0.204854502
376,30,Miscanthus,0N,Control,67,d,39.027,0.036136111,53.49931923,3.000223923,-0.009508846,0.663436473,0,7.990741592,7.990741592,5.43941162,-4.501670733,67,4,0.051908468,-0.001338696,36.74203103,0.002399026,67,-0.000817998,22.4508938,0.001465904,-0.001332975,25.28062203,-0.000674673,-0.021327593,404.4899526,-0.010794761,-0.009518624,849.9521721,-0.012011877,11639195679,13935817.38,9748396.9,0.001197318,0.000837549,358152838.1,0.03077127,855273016.5,1213425855,0.073482141,0.104253411
377,59,Miscanthus,0N,Control,67,e,37.68,0.034888889,53.49931923,3.301548335,0.026760605,3.743345551,0.282790885,39.55755111,39.840342,31.8496004,27.34792967,67,6,0.052263393,-0.002505812,29.70042818,0.002512401,67,-0.002266493,26.86386519,0.002272452,-0.001542245,24.65737949,0.001869178,-0.043182869,690.4066258,0.05233698,-0.052701493,1540.358798,0.040325103,2928027276,11040671,5560604.35,0.003770686,0.001899096,106635888.1,0.036419021,253592181.6,360228069.6,0.086608545,0.123027566
378,86,Miscanthus,0N,Control,67,f,38.14,0.035314815,53.49931923,3.263882783,0.066627523,6.06876316,0.720901697,65.66327941,66.38418111,26.54383911,53.89176878,67,7,0.051465352,-0.00312034,31.39189751,0.001398418,67,-0.002420823,24.35447035,0.001084921,-0.002343658,25.60916777,0.001678687,-0.063278764,691.4475297,0.045324537,-0.115980257,2231.806328,0.08564964,6314790601,11824766.29,10803603.26,0.001872551,0.001710841,212682253.9,0.033680017,555927166.1,768609420.1,0.088035725,0.121715741
379,0,Miscanthus,0N,Carbon,68,a,37.735,0.034939815,53.49931923,3.042074536,0.907146511,0.31402303,10.41905144,3.606718506,14.02576995,0,0,68,1,0.043630946,0.008379889,55.33240742,-0.001283493,68,0.009701233,64.05724088,-0.001485874,0,0,0,0,0,0,0,0,0,1056948074,3875268.19,3717123.71,0.00366647,0.003516846,70774146.46,0.066960855,376219442.2,446993588.6,0.355948841,0.422909696
380,4,Miscanthus,0N,Carbon,68,b,38.329,0.035489815,53.49931923,3.412219955,0.475490833,0.216400596,4.945484713,2.250739157,7.19622387,-6.829546076,-6.829546076,68,2,0.051473193,-0.00205862,37.52922562,0.001577806,68,-0.001974695,35.99925719,0.001513483,0.003863269,50.02824903,1.38e-05,0.015453076,200.1129961,5.52e-05,0.015453076,200.1129961,5.52e-05,2153795319,8292533.45,6959376.04,0.003850196,0.003231215,79376273.66,0.03685414,686392291.9,765768565.5,0.318689657,0.355543797
381,15,Miscanthus,0N,Carbon,68,c,38.984,0.036096296,53.49931923,3.291783192,-0.008590002,0.219142821,0,2.403027092,2.403027092,-4.793196778,-11.62274285,68,3,0.052053411,-0.001374388,25.68294072,-0.003042494,68,-0.00138366,25.85621326,-0.00306302,-0.001679178,30.92773522,-0.000774769,-0.018470954,340.2050875,-0.008522455,-0.003017878,540.3180836,-0.008467238,6297078202,18762304.12,13437361.52,0.002979525,0.002133904,238636286.3,0.037896351,981697633.5,1220333920,0.155897323,0.193793674
382,30,Miscanthus,0N,Carbon,68,d,39.203,0.036299074,53.49931923,3.047654618,0.152141533,0.612793283,1.812080918,7.298671131,9.110752049,6.707724957,-4.915017897,68,4,0.051560134,-9.56e-05,36.71580762,0.003132532,68,-5.83e-05,22.40413144,0.001911484,-0.000721004,24.13017235,-0.000575768,-0.011536068,386.0827576,-0.009212292,-0.014553946,926.4008412,-0.017679529,10457425227,13214745.76,8862370.47,0.001263671,0.000847472,324615809.5,0.031041657,782156327.1,1106772137,0.07479435,0.105836008
383,59,Miscanthus,0N,Carbon,68,e,38.08,0.035259259,53.49931923,3.277832987,0.098122218,1.936197093,1.055489019,20.82744165,21.88293067,12.77217862,7.857160723,68,6,0.04640113,0.004110904,36.78976547,-0.000137807,68,0.003718289,33.27612969,-0.000124646,0.00182997,27.84013057,0.000893419,0.05123917,779.5236559,0.025015733,0.036685224,1705.924497,0.007336203,7439109359,46990194.27,16332072.26,0.006316642,0.002195434,329441780.7,0.044285111,1037292405,1366734185,0.139437714,0.183722825
384,86,Miscanthus,0N,Carbon,68,f,37.99,0.035175926,53.49931923,3.09973538,0.055522936,5.355238188,0.630076585,60.77146553,61.40154212,39.51861145,47.37577217,68,7,0.047081687,0.000483239,36.73673187,0.001515831,68,0.000374755,28.4895893,0.001175538,0.002046522,30.8828595,0.000525446,0.055256094,833.8372065,0.014187042,0.091941318,2539.761704,0.021523245,6335741120,44124384.8,11504593.45,0.00696436,0.001815824,206190894.2,0.032544084,533519328.5,739710222.6,0.08420788,0.116751965
385,0,Miscanthus,0N,Nitrogen,69,a,37.896,0.035088889,53.49931923,2.872347051,1.087715958,1.388070197,13.28765073,16.9568092,30.24445993,0,0,69,1,0.043068873,0.010308595,29.26279739,-0.001646345,69,0.011937097,33.88559225,-0.001906427,0,0,0,0,0,0,0,0,0,1774268614,8071649.93,8740744.79,0.004549283,0.004926393,118315799.2,0.066684265,594985915.7,713301715,0.33534151,0.402025775
